"322431554093651	","2020062022001168651400923963	","T200P606289103965875801	",【*****】【*****倒计时】*********************化妆水 补水保湿修护,01/07/2020 00:56,570,0,1980742.29,*******,在线支付,*****交易号[2020062022001168651400923963],0010001|交易收款-交易收款,商家中心,"606289103965875801	",M{606289103965875801}
"322430795410650	","2020062022001168651400923963	","T200P606289103965875801	",【*****】【*****倒计时】*********************化妆水 补水保湿修护,01/07/2020 00:56,0,-4.56,1980737.73,*******,收费,*****支付服务费[2020062022001168651400923963];*****交易号[T200P606289103965875801],0030038|软件服务费-*******服务费,*****商家中心,"606289103965875801	",M{606289103965875801}
"321206291795410	","BO2020070146203288410205	","CAE_POINT_606289103965875801_2_0	",,01/07/2020 00:56,0,-2.85,1980734.88,*******,转账,代扣返点积分606289103965875801,0030001|软件服务费-****返点积分,账房,"606289103965875801	",M{606289103965875801}
"321206457980410	","BO2020070146214125410205	","HJCOM==3200060031==2748372908830251==606289103965875801	",,01/07/2020 00:56,0,-22.8,1980712.08,*******,转账,****佣金（类目）{606289103965875801}扣款,0030003|软件服务费-****佣金,账房,"606289103965875801	",M{606289103965875801}|S{606289103965875801}
"322431981876650	","2020062022001168651400923963	","T200P606289103965875801	",【*****】【*****倒计时】*********************化妆水 补水保湿修护,01/07/2020 00:58,0,-17.1,1980694.98,*******,交易分账,网红佣金代扣款[606289103965875801],0060011|营销支出-网红佣金,联盟商家中心,"606289103965875801	",M{606289103965875801}|S{606289103965875801}
"322302448371231	","2020062222001109230557956013	","T200P1080866562682466577	",【积分兑换】****************眼部精华露1ml*2+*******精萃液1.5ml*2,01/07/2020 01:08,9.91,0,1980704.89,*******,交易付款,*****交易号[2020062222001109230557956013],0010001|交易收款-交易收款,商家中心,"1080866562682466577	",M{1080866562682466577}
"322302171139230	","2020062222001109230557956013	","T200P1080866562682466577	",【积分兑换】****************眼部精华露1ml*2+*******精萃液1.5ml*2,01/07/2020 01:08,0,-0.08,1980704.81,*******,收费,*****支付服务费[2020062222001109230557956013];*****交易号[T200P1080866562682466577],0030038|软件服务费-*******服务费,*****商家中心,"1080866562682466577	",M{1080866562682466577}
"321769103427431	","2020062322001180430504118060	","T200P1081717666706521040	",【5天连续签到】9.9抢****************霜5ml,01/07/2020 01:22,9.9,0,1980714.71,*******,在线支付,*****交易号[2020062322001180430504118060],0010001|交易收款-交易收款,商家中心,"1081717666706521040	",M{1081717666706521040}
"321770145890430	","2020062322001180430504118060	","T200P1081717666706521040	",【5天连续签到】9.9抢****************霜5ml,01/07/2020 01:22,0,-0.08,1980714.63,*******,收费,*****支付服务费[2020062322001180430504118060];*****交易号[T200P1081717666706521040],0030038|软件服务费-*******服务费,*****商家中心,"1081717666706521040	",M{1081717666706521040}
"321207161725410	","BO2020070146102437410205	","CAE_POINT_1081717666706521040_2_0	",,01/07/2020 01:22,0,-0.04,1980714.59,*******,转账,代扣返点积分1081717666706521040,0030001|软件服务费-****返点积分,账房,"1081717666706521040	",M{1081717666706521040}
"321767903648430	","2020062322001180430504118060	","T200P1081717666706521040	",【5天连续签到】9.9抢****************霜5ml,01/07/2020 01:23,0,-0.15,1980714.44,*******,交易分账,网红佣金代扣款[1081717666706521040],0060011|营销支出-网红佣金,联盟商家中心,"1081717666706521040	",M{1081717666706521040}|S{1081717666706521040}
"325376473240551	","20200*****22001117551431263917	","T200P1073512578157616841	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 01:28,1340,0,1982054.44,*******,交易付款,*****分期交易号[20200*****22001117551431263917],0010001|交易收款-交易收款,商家中心,"1073512578157616841	",M{1073512578157616841}
"32537*****8841550	","20200*****22001117551431263917	","T200P1073512578157616841	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 01:28,0,-54.9,1981999.54,*******,收费,*****分期服务费[20200*****22001117551431263917],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1073512578157616841	",M{1073512578157616841}
"321205964132410	","BO2020070146315405410205	","HJCOM==3200060031==2748373244370251==1073512578157616841	",,01/07/2020 01:28,0,-53.6,1981945.94,*******,转账,****佣金（类目）{1073512578157616841}扣款,0030003|软件服务费-****佣金,账房,"1073512578157616841	",M{1073512578157616841}|S{1073512578157616841}
"321205776383410	","BO2020070146258603410205	","CAE_POINT_1073512578157616841_2_0	",,01/07/2020 01:28,0,-6.7,1981939.24,*******,转账,代扣返点积分1073512578157616841,0030001|软件服务费-****返点积分,账房,"1073512578157616841	",M{1073512578157616841}
"325376106967550	","20200*****22001117551431263917	","T200P1073512578157616841	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 01:30,0,-40.2,1981899.04,*******,交易分账,网红佣金代扣款[1073512578157616841],0060011|营销支出-网红佣金,联盟商家中心,"1073512578157616841	",M{1073512578157616841}|S{1073512578157616841}
"320843900464541	","2020062622001142541412575076	","T200P1087335939170090221	",【积分兑换】********************精萃水(滋润型)75ml,01/07/2020 01:35,9.91,0,1981908.95,*******,交易付款,【积分兑换】********************精萃水(滋润型)75ml,0010001|交易收款-交易收款,商家中心,"1087335939170090221	",M{1087335939170090221}
"322467900442701	","2020061922001113701444217104	","T200P1075795137732017909	",【****U先】************精萃液1.5ml*3+肌活柔肤洁面乳1ml 等多件,01/07/2020 01:39,19.8,0,1981928.75,*******,交易付款,*****交易号[2020061922001113701444217104],0010001|交易收款-交易收款,商家中心,"1075795137732017909	",M{1075795137732017909}
"322467585497700	","2020061922001113701444217104	","T200P1075795137732017909	",【****U先】************精萃液1.5ml*3+肌活柔肤洁面乳1ml 等多件,01/07/2020 01:39,0,-0.16,1981928.59,*******,收费,*****支付服务费[2020061922001113701444217104];*****交易号[T200P1075795137732017909],0030038|软件服务费-*******服务费,*****商家中心,"1075795137732017909	",M{1075795137732017909}
"3212057*****19410	","BO2020070146268089410205	","HJCOM==3200060031==2748385809010251==1075795137732017909	",,01/07/2020 01:39,0,-0.4,1981928.19,*******,转账,****佣金（类目）{1075795137732017909}扣款,0030003|软件服务费-****佣金,账房,"1075795137732017909	",M{1075795137732017909}|S{1075795137733017909}
"321207345910410	","BO2020070146420628410205	","CAE_POINT_1075795137732017909_2_0	",,01/07/2020 01:39,0,-0.08,1981928.11,*******,转账,代扣返点积分1075795137732017909,0030001|软件服务费-****返点积分,账房,"1075795137732017909	",M{1075795137732017909}
"321205445685410	","BO2020070146350239410205	","HJCOM==3200060031==2748385809020251==1075795137732017909	",,01/07/2020 01:39,0,-0.4,1981927.71,*******,转账,****佣金（类目）{1075795137732017909}扣款,0030003|软件服务费-****佣金,账房,"1075795137732017909	",M{1075795137732017909}|S{1075795137734017909}
"323142220574631	","2020062222001121630570662528	","T200P1081143297177071220	",【积分兑换】****************眼部精华露1ml*2+*******精萃液1.5ml*2,01/07/2020 01:40,9.91,0,1981937.62,*******,在线支付,*****交易号[2020062222001121630570662528],0010001|交易收款-交易收款,商家中心,"1081143297177071220	",M{1081143297177071220}
"323141563302630	","2020062222001121630570662528	","T200P1081143297177071220	",【积分兑换】****************眼部精华露1ml*2+*******精萃液1.5ml*2,01/07/2020 01:40,0,-0.08,1981937.54,*******,收费,*****支付服务费[2020062222001121630570662528];*****交易号[T200P1081143297177071220],0030038|软件服务费-*******服务费,*****商家中心,"1081143297177071220	",M{1081143297177071220}
"321139400557391	","2020062222001119390518252033	","T200P1081648386411749873	",【****U先】****************精华露1.5ml*2+盼丽风姿乳霜1.5ml  *2,01/07/2020 01:44,9.9,0,1981947.44,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1081648386411749873	",M{1081648386411749873}
"321139596715390	","2020062222001119390518252033	","T200P1081648386411749873	",【****U先】****************精华露1.5ml*2+盼丽风姿乳霜1.5ml  *2,01/07/2020 01:44,0,-0.08,1981947.36,*******,收费,信用卡支付服务费[2020062222001119390518252033];*****交易号[T200P1081648386411749873],0030038|软件服务费-*******服务费,*****商家中心,"1081648386411749873	",M{1081648386411749873}
"321206330260410	","BO2020070146434925410205	","CAE_POINT_1081648386411749873_2_0	",,01/07/2020 01:44,0,-0.04,1981947.32,*******,转账,代扣返点积分1081648386411749873,0030001|软件服务费-****返点积分,账房,"1081648386411749873	",M{1081648386411749873}
"321206682279410	","BO2020070146336239410205	","HJCOM==3200060031==2748376650280251==1081648386411749873	",,01/07/2020 01:44,0,-0.4,1981946.92,*******,转账,****佣金（类目）{1081648386411749873}扣款,0030003|软件服务费-****佣金,账房,"1081648386411749873	",M{1081648386411749873}|S{1081648386411749873}
"320842123701541	","20200*****22001101541410290370	","T200P1073670563699131224	",【*****直播间专属福利秒杀】*****肌活焕采洁面膏7ml,01/07/2020 02:03,9.9,0,1981956.82,*******,交易付款,*****交易号[20200*****22001101541410290370],0010001|交易收款-交易收款,商家中心,"1073670563699131224	",M{1073670563699131224}
"320843222234540	","20200*****22001101541410290370	","T200P1073670563699131224	",【*****直播间专属福利秒杀】*****肌活焕采洁面膏7ml,01/07/2020 02:03,0,-0.08,1981956.74,*******,收费,*****支付服务费[20200*****22001101541410290370];*****交易号[T200P1073670563699131224],0030038|软件服务费-*******服务费,*****商家中心,"1073670563699131224	",M{1073670563699131224}
"321206528475410	","BO2020070146463940410205	","CAE_POINT_1073670563699131224_2_0	",,01/07/2020 02:03,0,-0.04,1981956.7,*******,转账,代扣返点积分1073670563699131224,0030001|软件服务费-****返点积分,账房,"1073670563699131224	",M{1073670563699131224}
"320843698883540	","20200*****22001101541410290370	","T200P1073670563699131224	",【*****直播间专属福利秒杀】*****肌活焕采洁面膏7ml,01/07/2020 02:05,0,-0.15,1981956.55,*******,交易分账,网红佣金代扣款[1073670563699131224],0060011|营销支出-网红佣金,联盟商家中心,"1073670563699131224	",M{1073670563699131224}|S{1073670563699131224}
"321841002255931	","2020062022001110931422976581	","T200P1078423587512355231	",【*****】【*****倒计时】*************************************等多件,01/07/2020 02:08,2210,0,1984166.55,*******,交易付款,*****交易号[2020062022001110931422976581],0010001|交易收款-交易收款,商家中心,"1078423587512355231	",M{1078423587512355231}
"321841621489930	","2020062022001110931422976581	","T200P1078423587512355231	",【*****】【*****倒计时】*************************************等多件,01/07/2020 02:08,0,-16.45,1984150.1,*******,收费,*****支付服务费[2020062022001110931422976581];*****交易号[T200P1078423587512355231],0030038|软件服务费-*******服务费,*****商家中心,"1078423587512355231	",M{1078423587512355231}
"321205067414410	","BO2020070146197172410205	","CAE_POINT_1078423587512355231_2_0	",,01/07/2020 02:08,0,-11.04,1984139.06,*******,转账,代扣返点积分1078423587512355231,0030001|软件服务费-****返点积分,账房,"1078423587512355231	",M{1078423587512355231}
"321205565591410	","BO2020070146296675410205	","HJCOM==3200060031==2748372881770251==1078423587512355231	",,01/07/2020 02:08,0,-13.94,1984125.12,*******,转账,****佣金（类目）{1078423587512355231}扣款,0030003|软件服务费-****佣金,账房,"1078423587512355231	",M{1078423587512355231}|S{1078423587514355231}
"321205789624410	","BO2020070146472922410205	","HJCOM==3200060031==2748372881790251==1078423587512355231	",,01/07/2020 02:08,0,-21.64,1984103.48,*******,转账,****佣金（类目）{1078423587512355231}扣款,0030003|软件服务费-****佣金,账房,"1078423587512355231	",M{1078423587512355231}|S{1078423587513355231}
"321206983077410	","BO2020070146106721410205	","HJCOM==3200060031==2748372881840251==1078423587512355231	",,01/07/2020 02:08,0,-52.82,1984050.66,*******,转账,****佣金（类目）{1078423587512355231}扣款,0030003|软件服务费-****佣金,账房,"1078423587512355231	",M{1078423587512355231}|S{1078423587515355231}
"321841125587930	","2020062022001110931422976581	","T200P1078423587512355231	",【*****】【*****倒计时】*************************************等多件,01/07/2020 02:08,0,-27.91,1984022.75,*******,交易分账,网红佣金代扣款[1078423587514355231],0060011|营销支出-网红佣金,联盟商家中心,"1078423587512355231	",M{1078423587512355231}|S{1078423587514355231}
"321841063445930	","2020062022001110931422976581	","T200P1078423587512355231	",【*****】【*****倒计时】*************************************等多件,01/07/2020 02:10,0,-43.28,1983979.47,*******,交易分账,网红佣金代扣款[1078423587513355231],0060011|营销支出-网红佣金,联盟商家中心,"1078423587512355231	",M{1078423587512355231}|S{1078423587513355231}
"321841864439930	","2020062022001110931422976581	","T200P1078423587512355231	",【*****】【*****倒计时】*************************************等多件,01/07/2020 02:10,0,-105.64,1983873.83,*******,交易分账,网红佣金代扣款[1078423587515355231],0060011|营销支出-网红佣金,联盟商家中心,"1078423587512355231	",M{1078423587512355231}|S{1078423587515355231}
"321734796487241	","2020062322001153240585979342	","T200P1081773216731403491	",【*****】******************************隔离防晒乳50ml清爽,01/07/2020 02:17,380,0,1984253.83,*******,交易付款,*****交易号[2020062322001153240585979342],0010001|交易收款-交易收款,商家中心,"1081773216731403491	",M{1081773216731403491}
"321735607616240	","2020062322001153240585979342	","T200P1081773216731403491	",【*****】******************************隔离防晒乳50ml清爽,01/07/2020 02:17,0,-3.04,1984250.79,*******,收费,*****支付服务费[2020062322001153240585979342];*****交易号[T200P1081773216731403491],0030038|软件服务费-*******服务费,*****商家中心,"1081773216731403491	",M{1081773216731403491}
"321206152990410	","BO2020070146287172410205	","CAE_POINT_1081773216731403491_2_0	",,01/07/2020 02:17,0,-1.9,1984248.89,*******,转账,代扣返点积分1081773216731403491,0030001|软件服务费-****返点积分,账房,"1081773216731403491	",M{1081773216731403491}
"321207105273410	","BO202007014*****9715410205	","HJCOM==3200060031==2748382353220251==1081773216731403491	",,01/07/2020 02:17,0,-15.2,1984233.69,*******,转账,****佣金（类目）{1081773216731403491}扣款,0030003|软件服务费-****佣金,账房,"1081773216731403491	",M{1081773216731403491}|S{1081773216731403491}
"322716557076521	","2020062522001184521412254115	","T200P1086195*****393689626	",【*****】*****男士护肤套装洁面+滋润乳清爽控油洁净,01/07/2020 02:24,460,0,1984693.69,*******,在线支付,*****交易号[2020062522001184521412254115],0010001|交易收款-交易收款,商家中心,"1086195*****393689626	",M{1086195*****393689626}
"322718390709520	","2020062522001184521412254115	","T200P1086195*****393689626	",【*****】*****男士护肤套装洁面+滋润乳清爽控油洁净,01/07/2020 02:24,0,-3.68,1984690.01,*******,收费,*****支付服务费[2020062522001184521412254115];*****交易号[T200P1086195*****393689626],0030038|软件服务费-*******服务费,*****商家中心,"1086195*****393689626	",M{1086195*****393689626}
"321207336197410	","BO2020070146400101410205	","HJCOM==3200060031==2748374286680251==1086195*****393689626	",,01/07/2020 02:24,0,-18.4,1984671.61,*******,转账,****佣金（类目）{1086195*****393689626}扣款,0030003|软件服务费-****佣金,账房,"1086195*****393689626	",M{1086195*****393689626}|S{1086195*****393689626}
"321205978108410	","BO2020070146479626410205	","CAE_POINT_1086195*****393689626_2_0	",,01/07/2020 02:24,0,-2.3,1984669.31,*******,转账,代扣返点积分1086195*****393689626,0030001|软件服务费-****返点积分,账房,"1086195*****393689626	",M{1086195*****393689626}
"321205762018411	","2020070100073031412300I840VH	","vouchercore|2020070100073031412300I840VH	",,01/07/2020 02:25,0.2,0,1984669.51,*******,其它,商家权益红包-红包退回-红包-20191017000730014123003BX6HV,,,"	",
"321206264053411	","2020070100073031412300I7YLQ9	","vouchercore|2020070100073031412300I7YLQ9	",,01/07/2020 02:39,0.2,0,1984669.71,*******,其它,商家权益红包-红包退回-红包-20191017000730014123003BX6HV,,,"	",
"321207571774411	","2020070100073031412300I857ME	","vouchercore|2020070100073031412300I857ME	",,01/07/2020 02:43,0.2,0,1984669.91,*******,其它,商家权益红包-红包退回-红包-20191017000730014123003BX6HV,,,"	",
"321205615523411	","2020070100073031412300I87HI5	","vouchercore|2020070100073031412300I87HI5	",,01/07/2020 03:12,0.2,0,1984670.11,*******,其它,商家权益红包-红包退回-红包-20191017000730014123003BX6HV,,,"	",
"321778957175720	","2020061922001135721413844409	","T200P605958892353216603	",【*****】【*****】*****小针管**************抗皱霜淡纹紧致眼周 等多件,01/07/2020 03:17,0,-21.9,1984648.21,*******,交易分账,网红佣金代扣款[605958892354216603],0060011|营销支出-网红佣金,联盟商家中心,"605958892353216603	",M{605958892353216603}|S{605958892354216603}
"322850410976491	","2020062722001190491414216909	","T200P1088771489005005707	",【*****】******************************防晒乳隔离防水,01/07/2020 03:22,380,0,1985028.21,*******,在线支付,*****交易号[2020062722001190491414216909],0010001|交易收款-交易收款,商家中心,"1088771489005005707	",M{1088771489005005707}
"322850434868490	","2020062722001190491414216909	","T200P1088771489005005707	",【*****】******************************防晒乳隔离防水,01/07/2020 03:22,0,-3.04,1985025.17,*******,收费,*****支付服务费[2020062722001190491414216909];*****交易号[T200P1088771489005005707],0030038|软件服务费-*******服务费,*****商家中心,"1088771489005005707	",M{1088771489005005707}
"321207931276410	","BO2020070146451685410205	","CAE_POINT_1088771489005005707_2_0	",,01/07/2020 03:22,0,-1.9,1985023.27,*******,转账,代扣返点积分1088771489005005707,0030001|软件服务费-****返点积分,账房,"1088771489005005707	",M{1088771489005005707}
"321206027094410	","BO2020070146369747410205	","HJCOM==3200060031==2748390454520251==1088771489005005707	",,01/07/2020 03:22,0,-15.2,1985008.07,*******,转账,****佣金（类目）{1088771489005005707}扣款,0030003|软件服务费-****佣金,账房,"1088771489005005707	",M{1088771489005005707}|S{1088771489005005707}
"321207129575411	","2020070100073031412300I84GCE	","vouchercore|2020070100073031412300I84GCE	",,01/07/2020 03:26,0.2,0,1985008.27,*******,其它,商家权益红包-红包退回-红包-20191017000730014123003BX6HV,,,"	",
"321384862422271	","2020062222001187270508179993	","T200P597517478653294599	",【*****宠粉福利】**********体验礼,01/07/2020 03:36,0.1,0,1985008.37,*******,交易付款,【*****宠粉福利】**********体验礼,0010001|交易收款-交易收款,商家中心,"597517478653294599	",M{597517478653294599}
"321206673517411	","2020070100073031412300I802Q4	","vouchercore|2020070100073031412300I802Q4	",,01/07/2020 03:45,0.2,0,1985008.57,*******,其它,商家权益红包-红包退回-红包-20191017000730014123003BX6HV,,,"	",
"321743705949730	","2020061922001124731420180129	","T200P1075481120871751992	",【*****爆发】******************************隔离防晒乳50ml 清爽 等多件,01/07/2020 04:04,0,-10.61,1984997.96,*******,交易分账,网红佣金代扣款[1075481120872751992],0060011|营销支出-网红佣金,联盟商家中心,"1075481120871751992	",M{1075481120871751992}|S{1075481120872751992}
"324032716249781	","2020060522001141781409606740	","T200P1044502240772260624	",【*****】【直播专属】************************精华露傲娇维稳修护,01/07/2020 04:06,1130,0,1986127.96,*******,交易付款,*****分期交易号[2020060522001141781409606740],0010001|交易收款-交易收款,商家中心,"1044502240772260624	",M{1044502240772260624}
"324033346916780	","2020060522001141781409606740	","T200P1044502240772260624	",【*****】【直播专属】************************精华露傲娇维稳修护,01/07/2020 04:06,0,-50.85,1986077.11,*******,收费,*****分期服务费[2020060522001141781409606740],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1044502240772260624	",M{1044502240772260624}
"321205902*****410	","BO2020070146518389410205	","HJCOM==3200060031==2748394562150251==1044502240772260624	",,01/07/2020 04:06,0,-45.2,1986031.91,*******,转账,****佣金（类目）{1044502240772260624}扣款,0030003|软件服务费-****佣金,账房,"1044502240772260624	",M{1044502240772260624}|S{1044502240772260624}
"321208197779410	","BO2020070146371491410205	","CAE_POINT_1044502240772260624_2_0	",,01/07/2020 04:06,0,-5.65,1986026.26,*******,转账,代扣返点积分1044502240772260624,0030001|软件服务费-****返点积分,账房,"1044502240772260624	",M{1044502240772260624}
"324033448706780	","2020060522001141781409606740	","T200P1044502240772260624	",【*****】【直播专属】************************精华露傲娇维稳修护,01/07/2020 04:07,0,-169.5,1985856.76,*******,交易分账,网红佣金代扣款[1044502240772260624],0060011|营销支出-网红佣金,联盟商家中心,"1044502240772260624	",M{1044502240772260624}|S{1044502240772260624}
"323878542567001	","2020061322001116001431474097	","T200P1057898816598923133	",【****U先】**********凝霜PP袋1.5ml*2+鲜润赋活乳霜1.5ml*2,01/07/2020 04:16,9.9,0,1985866.66,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1057898816598923133	",M{1057898816598923133}
"321207259654410	","BO2020070146468817410205	","HJCOM==3200060031==2748388682330251==1057898816598923133	",,01/07/2020 04:16,0,-0.4,1985866.26,*******,转账,****佣金（类目）{1057898816598923133}扣款,0030003|软件服务费-****佣金,账房,"1057898816598923133	",M{1057898816598923133}|S{1057898816598923133}
"321205514438410	","BO2020070146413967410205	","CAE_POINT_1057898816598923133_2_0	",,01/07/2020 04:16,0,-0.04,1985866.22,*******,转账,代扣返点积分1057898816598923133,0030001|软件服务费-****返点积分,账房,"1057898816598923133	",M{1057898816598923133}
"320898051780871	","2020062522001167870511318529	","T200P1085169250486363466	",【*****宠粉福利】**********体验礼,01/07/2020 04:18,0.1,0,1985866.32,*******,交易付款,【*****宠粉福利】**********体验礼,0010001|交易收款-交易收款,商家中心,"1085169250486363466	",M{1085169250486363466}
"322281594779260	","2020061922001190261422348407	","T200P1075866305288810207	",【*****】【*****】*****男士护肤套装三部曲洁面+水+乳 控油清爽 等多件,01/07/2020 04:20,0,-53.6,1985812.72,*******,交易分账,网红佣金代扣款[1075866305289810207],0060011|营销支出-网红佣金,联盟商家中心,"1075866305288810207	",M{1075866305288810207}|S{1075866305289810207}
"320843736630541	","2020062822001128541409095994	","T200P1089451840502578616	",【*****】*************************************,01/07/2020 04:35,590,0,1986402.72,*******,交易付款,*****交易号[2020062822001128541409095994],0010001|交易收款-交易收款,商家中心,"1089451840502578616	",M{1089451840502578616}
"320844459405540	","2020062822001128541409095994	","T200P1089451840502578616	",【*****】*************************************,01/07/2020 04:35,0,-4.72,1986398,*******,收费,*****支付服务费[2020062822001128541409095994];*****交易号[T200P1089451840502578616],0030038|软件服务费-*******服务费,*****商家中心,"1089451840502578616	",M{1089451840502578616}
"321206736488410	","BO2020070146231647410205	","CAE_POINT_1089451840502578616_2_0	",,01/07/2020 04:35,0,-2.95,1986395.05,*******,转账,代扣返点积分1089451840502578616,0030001|软件服务费-****返点积分,账房,"1089451840502578616	",M{1089451840502578616}
"321207218065410	","BO2020070146448486410205	","HJCOM==3200060031==2748387692330251==1089451840502578616	",,01/07/2020 04:35,0,-23.6,1986371.45,*******,转账,****佣金（类目）{1089451840502578616}扣款,0030003|软件服务费-****佣金,账房,"1089451840502578616	",M{1089451840502578616}|S{1089451840502578616}
"321780660268720	","2020062022001126721414584688	","T200P606172239243354101	",【*****】【*****】*****男士护肤套装三部曲洁面+水+乳 控油清爽 等多件,01/07/2020 04:45,0,-20.1,1986351.35,*******,交易分账,网红佣金代扣款[606172239244354101],0060011|营销支出-网红佣金,联盟商家中心,"606172239243354101	",M{606172239243354101}|S{606172239244354101}
"321429515*****381	","2020062022001182381421948837	","T200P1077908802458718291	",【*****】【*****倒计时】**********水乳套装亮肤水150ml+乳100ml滋润型,01/07/2020 05:45,1340,0,1987691.35,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077908802458718291	",M{1077908802458718291}
"321431124900380	","2020062022001182381421948837	","T200P1077908802458718291	",【*****】【*****倒计时】**********水乳套装亮肤水150ml+乳100ml滋润型,01/07/2020 05:45,0,-10.48,1987680.87,*******,收费,信用卡支付服务费[2020062022001182381421948837];*****交易号[T200P1077908802458718291],0030038|软件服务费-*******服务费,*****商家中心,"1077908802458718291	",M{1077908802458718291}
"321207034000410	","BO2020070146582564410205	","CAE_POINT_1077908802458718291_2_0	",,01/07/2020 05:45,0,-6.7,1987674.17,*******,转账,代扣返点积分1077908802458718291,0030001|软件服务费-****返点积分,账房,"1077908802458718291	",M{1077908802458718291}
"321207096853410	","BO2020070146397697410205	","HJCOM==3200060031==2748418143130251==1077908802458718291	",,01/07/2020 05:45,0,-53.6,1987620.57,*******,转账,****佣金（类目）{1077908802458718291}扣款,0030003|软件服务费-****佣金,账房,"1077908802458718291	",M{1077908802458718291}|S{1077908802458718291}
"321430396505380	","2020062022001182381421948837	","T200P1077908802458718291	",【*****】【*****倒计时】**********水乳套装亮肤水150ml+乳100ml滋润型,01/07/2020 05:46,0,-40.2,1987580.37,*******,交易分账,网红佣金代扣款[1077908802458718291],0060011|营销支出-网红佣金,联盟商家中心,"1077908802458718291	",M{1077908802458718291}|S{1077908802458718291}
"321767922922431	","20200*****22001117431407230041	","T200P1073549825014216355	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 05:47,1340,0,1988920.37,*******,在线支付,*****分期交易号[20200*****22001117431407230041],0010001|交易收款-交易收款,商家中心,"1073549825014216355	",M{1073549825014216355}
"321769368458430	","20200*****22001117431407230041	","T200P1073549825014216355	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 05:47,0,-60.3,1988860.07,*******,收费,*****分期服务费[20200*****22001117431407230041],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1073549825014216355	",M{1073549825014216355}
"321206070627410	","BO2020070146503442410205	","HJCOM==3200060031==2748411962930251==1073549825014216355	",,01/07/2020 05:47,0,-53.6,1988806.47,*******,转账,****佣金（类目）{1073549825014216355}扣款,0030003|软件服务费-****佣金,账房,"1073549825014216355	",M{1073549825014216355}|S{1073549825014216355}
"321206563246410	","BO2020070146377354410205	","CAE_POINT_1073549825014216355_2_0	",,01/07/2020 05:47,0,-6.7,1988799.77,*******,转账,代扣返点积分1073549825014216355,0030001|软件服务费-****返点积分,账房,"1073549825014216355	",M{1073549825014216355}
"321769874522430	","20200*****22001117431407230041	","T200P1073549825014216355	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 05:49,0,-40.2,1988759.57,*******,交易分账,网红佣金代扣款[1073549825014216355],0060011|营销支出-网红佣金,联盟商家中心,"1073549825014216355	",M{1073549825014216355}|S{1073549825014216355}
"322908662594681	","20200*****22001170681419626860	","T200P1073496802407477536	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 05:51,1340,0,1990099.57,*******,交易付款,*****分期交易号[20200*****22001170681419626860],0010001|交易收款-交易收款,商家中心,"1073496802407477536	",M{1073496802407477536}
"322909677724680	","20200*****22001170681419626860	","T200P1073496802407477536	",【直播专享】**********水乳套装亮肤水150ml+乳100ml 滋润型,01/07/2020 05:51,0,-57.92,1990041.65,*******,收费,*****分期服务费[20200*****22001170681419626860],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1073496802407477536	",M{1073496802407477536}
"321208192332410	","BO2020070146646062410205	","CAE_POINT_1073496802407477536_2_0	",,01/07/2020 05:51,0,-6.7,1990034.95,*******,转账,代扣返点积分1073496802407477536,0030001|软件服务费-****返点积分,账房,"1073496802407477536	",M{1073496802407477536}
"321207553031410	","BO2020070146566744410205	","HJCOM==3200060031==2748426436190251==1073496802407477536	",,01/07/2020 05:51,0,-53.6,1989981.35,*******,转账,****佣金（类目）{1073496802407477536}扣款,0030003|软件服务费-****佣金,账房,"1073496802407477536	",M{1073496802407477536}|S{1073496802407477536}
"322625919*****911	","2020062622001142910511596831	","T200P1085944544223084161	",【*****】******************************防晒乳隔离防水,01/07/2020 05:52,380,0,1990361.35,*******,交易付款,【*****】******************************防晒乳隔离防水,0010001|交易收款-交易收款,商家中心,"1085944544223084161	",M{1085944544223084161}
"321208528591410	","BO2020070146452167410205	","HJCOM==3200060031==2748426137070251==1085944544223084161	",,01/07/2020 05:52,0,-15.2,1990346.15,*******,转账,****佣金（类目）{1085944544223084161}扣款,0030003|软件服务费-****佣金,账房,"1085944544223084161	",M{1085944544223084161}|S{1085944544223084161}
"321207122536410	","BO2020070146582576410205	","CAE_POINT_1085944544223084161_2_0	",,01/07/2020 05:52,0,-1.9,1990344.25,*******,转账,代扣返点积分1085944544223084161,0030001|软件服务费-****返点积分,账房,"1085944544223084161	",M{1085944544223084161}
